person_party_id,start_dt,end_dt,next_start_dt,program_start_date,program_end_date,program_exit_code,cms_user_ext_id,final_term,credential,term_length,prior_cum_credits_not_completed,full_part_time,term_attempted_credits,on_campus,delta_unmet_need,unmet_need,prior_term_earned_credits,prior_total_credit_hours,high_school_gpa,term_start_month,prior_term_start_month,prior_full_part_time,primary_major,prior_term_fraction_completed_credits,transfer,prior_term_gpa,admitted_zip_code,prior_cumulative_gpa,time_at_institution,prediction,outcome
1063059,1/3/14,1/23/14,1/29/14,8/28/13,9/13/16,2,388924,FALSE,BA,20,0,Part-time,2,FALSE,,,16,16,2.702,Jan,Aug,Full-time,MRKT,1,FALSE,2.7,46304,2.7,0.35,0.982299385,1
1062446,8/27/14,12/12/14,1/6/15,5/16/14,6/28/16,1,377181,FALSE,BA,107,7.75,Full-time,14,TRUE,1000,1000,4,52.75,3.18,Aug,Jan,Full-time,ART,0.33,FALSE,0.908,46761,2.053,1.99,0.908450362,1
1063656,8/26/15,12/11/15,1/4/16,8/27/14,4/7/16,2,400036,FALSE,BA,107,-0.25,Full-time,13.5,TRUE,0,0,13.25,29.75,2.911,Aug,Jan,Full-time,EDELM,1.01,FALSE,2.515,47906,2.471,0.99,0.995393603,1
1062109,1/3/14,1/23/14,1/29/14,8/31/11,5/14/15,1,371030,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15.5,82.25,3.028,Jan,Aug,Full-time,HIST,1,FALSE,3.632,47909,3.067,2.34,0.998081839,1
1062609,1/4/16,1/22/16,1/27/16,8/10/15,,,380222,FALSE,BS,18,0.25,Full-time,3,FALSE,,,15,113.75,3.902,Jan,Aug,Full-time,EDEHA,1,FALSE,3.54,46947,2.941,3.35,0.997638884,1
1062764,8/26/15,12/11/15,1/4/16,4/8/13,5/12/16,1,382722,FALSE,BS,107,6,Full-time,14.5,FALSE,,0,3,98.5,3.261,Aug,May,Part-time,BIOL,1,FALSE,4,46962,2.472,2.99,0.986984331,1
1063421,8/27/14,12/12/14,1/6/15,8/27/14,8/14/15,4,397193,FALSE,BS,107,,Full-time,14.5,TRUE,,0,,,3.1,Aug,Unknown,Unknown,MATH,,FALSE,,46804,,0,0.986412195,1
1061895,1/29/14,5/15/14,8/27/14,3/25/13,5/14/15,1,363168,FALSE,BA,106,-0.75,Full-time,14,TRUE,,0,3,89.25,3.8,Jan,Jan,Full-time,SPMT,1,FALSE,3,46962,3.292,2.41,0.982299351,1
1062632,8/28/13,12/13/13,1/3/14,8/29/12,5/12/16,1,380662,FALSE,BS,107,-0.25,Full-time,12,FALSE,1500,1500,14.25,32.75,3.573,Aug,Jan,Full-time,CRJST,1.01,FALSE,2.057,46939,2.234,0.99,0.985879708,1
1063121,8/28/13,12/13/13,1/3/14,,,,389480,FALSE,Unknown,107,,Full-time,14,TRUE,,0,,,3.36,Aug,Unknown,Unknown,,,FALSE,,46761,,0,0.992762951,1
1062890,1/4/16,1/22/16,1/27/16,8/27/14,4/8/16,2,385634,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,12.75,47.75,3.5,Jan,Aug,Full-time,ENVSC,1.02,FALSE,2.896,46567,2.821,1.35,0.994875444,1
1063858,1/4/16,1/22/16,1/27/16,8/26/15,5/2/17,2,405606,FALSE,BA,18,0,Full-time,3,FALSE,,,16,16,2.652,Jan,Aug,Full-time,CRJST,1,FALSE,2.869,46126,2.869,0.35,0.993817606,1
1063586,8/26/15,12/11/15,1/4/16,8/27/14,3/11/16,2,398919,FALSE,BS,107,-0.25,Full-time,13.5,TRUE,0,0,13.25,29.25,2.971,Aug,Jan,Full-time,EDELM,1.01,FALSE,2.7,46142,2.755,0.99,0.996606803,1
1062465,8/27/14,12/12/14,1/6/15,4/14/14,9/1/16,1,377425,FALSE,BS,107,0.5,Full-time,14.5,TRUE,0,0,14.75,63,3.59,Aug,Jan,Full-time,BIOL,0.95,FALSE,2.084,46392,2.332,1.99,0.996606783,1
1063393,8/27/14,12/12/14,1/6/15,8/27/14,3/16/16,2,396801,FALSE,BS,107,,Full-time,14,TRUE,,1000,,,4.173,Aug,Unknown,Unknown,EXFT,,FALSE,,46516,,0,0.993620471,1
1063492,1/29/15,5/14/15,8/26/15,8/27/14,,,397761,FALSE,BS,105,0,Full-time,12,TRUE,,0,3,18.5,2.854,Jan,Jan,Full-time,PSYC,1,FALSE,3.3,46774,3.081,0.42,0.808434594,1
1061346,8/26/15,12/11/15,1/4/16,8/26/15,5/2/17,2,174346,FALSE,BA,107,0,Full-time,15,TRUE,0,0,3,3,3.954,Aug,Aug,Part-time,PSYC,1,FALSE,4,46962,4,0,0.934498391,1
1062275,8/28/13,12/13/13,1/3/14,3/28/13,5/14/15,1,374497,FALSE,BS,107,-0.5,Full-time,16,TRUE,-792,0,15.75,66.5,3.783,Aug,Jan,Full-time,SPMT,1.01,FALSE,3.632,43619,3.158,1.99,0.997638905,1
1063490,8/26/15,12/11/15,1/4/16,,,,397732,FALSE,Unknown,107,-0.25,Full-time,13.5,TRUE,0,0,14.25,31.25,2.837,Aug,Jan,Full-time,,1.01,FALSE,2.586,47304,2.619,0.99,0.996606752,1
1062526,8/28/13,12/13/13,1/3/14,12/3/12,5/12/16,1,378638,FALSE,BA,107,2.75,Full-time,13.5,TRUE,0,0,12.25,25.25,2.938,Aug,Jan,Full-time,SOWK,1.02,FALSE,2.5,46383,2.029,0.99,0.983706941,1
1061368,1/6/15,1/26/15,1/29/15,8/28/13,,,175183,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,16,61.25,3.816,Jan,Aug,Full-time,ACCT,1,FALSE,3.375,48326,3.468,1.35,0.992762952,1
1063014,1/4/16,1/22/16,1/27/16,4/8/15,12/6/16,4,388433,FALSE,BS,18,0,Full-time,3,FALSE,,,13.5,74,3.565,Jan,Aug,Full-time,EDUST,1,FALSE,2.637,46784,2.504,2.35,0.998081896,1
1062788,5/20/14,7/1/14,8/27/14,8/29/12,5/12/16,1,383039,FALSE,BS,42,-0.25,Full-time,6,FALSE,,,14.5,64.75,2.626,May,Jan,Full-time,PHYS,1,FALSE,2.234,46033,2.285,1.72,0.990036969,1
1062551,8/28/13,12/13/13,1/3/14,4/23/13,10/25/13,2,379381,FALSE,BA,107,-0.25,Full-time,14,TRUE,,4931,3,54.25,3.713,Aug,Jul,Full-time,ENG,1,FALSE,3.7,43520,3.655,0.99,0.987080619,1
1062249,1/6/15,1/26/15,1/29/15,3/27/14,12/16/16,1,374054,FALSE,BS,20,-0.75,Full-time,3,FALSE,,,15.5,79.25,3.205,Jan,Aug,Full-time,ACCT,1.03,FALSE,2.94,46947,3.001,2.35,0.998081878,1
1062466,1/6/15,1/26/15,1/29/15,1/12/15,9/5/16,4,377448,FALSE,BS,20,-3,Full-time,3,FALSE,,,16,19,2.63,Jan,Aug,Full-time,SOWK,1.23,FALSE,1.862,46804,1.862,0.36,0.965262153,1
1063475,8/26/15,12/11/15,1/4/16,8/27/14,3/31/16,2,397586,FALSE,BS,107,2.75,Full-time,14,TRUE,0,0,11.75,28.75,3.369,Aug,Jan,Full-time,ENVSC,0.81,FALSE,2.021,47342,2.076,0.99,0.987525357,1
1062131,1/3/14,1/23/14,1/29/14,3/28/13,5/14/15,1,371760,FALSE,BS,20,-0.5,Full-time,3.5,FALSE,,,16,84,3.811,Jan,Aug,Full-time,EXFT,1,FALSE,3.469,46221,3.617,2.34,0.998081849,1
1062038,8/28/13,12/13/13,1/3/14,3/28/12,8/5/14,1,369072,FALSE,BS,107,-0.25,Full-time,16.5,FALSE,7914,7914,15,94.25,2.457,Aug,Jan,Full-time,POSC,1,FALSE,3.46,47978,3.108,2.99,0.927055625,1
1062318,8/28/13,12/13/13,1/3/14,3/28/13,5/14/15,1,374948,FALSE,BA,107,0,Full-time,15.5,TRUE,-1600,7747,15,71,3.046,Aug,Jan,Full-time,MRKT,1,FALSE,2.68,49047,2.294,1.99,0.982299393,1
1061693,8/28/13,12/13/13,1/3/14,1/30/13,5/15/14,1,312731,FALSE,BA,107,2.5,Full-time,16,FALSE,0,0,13.5,97,2.77,Aug,Jan,Full-time,ENG,1,FALSE,3.178,46236,2.776,2.99,0.996606799,1
1061652,8/28/13,12/13/13,1/3/14,4/19/11,5/15/14,1,306544,FALSE,BS,107,2.25,Full-time,16,FALSE,,0,3,99.75,2.341,Aug,May,Full-time,SPMT,1,FALSE,2,46385,2.287,2.99,0.983706959,1
1061406,8/27/14,12/12/14,1/6/15,4/2/14,7/18/16,1,176648,FALSE,BS,107,0,Full-time,15.5,FALSE,0,0,16,74.5,3.738,Aug,Jan,Full-time,ECON,1,TRUE,4,46962,3.777,1.64,0.994875501,1
1062700,7/3/14,8/14/14,8/27/14,4/1/14,5/12/16,1,381648,FALSE,BS,42,-0.25,Part-time,3,FALSE,,,13,58.25,2.3,Jul,Jan,Full-time,MRKT,1,FALSE,1.831,46256,2.158,1.84,0.967013559,1
1063188,1/3/14,1/23/14,1/29/14,,,,390484,FALSE,Unknown,20,0,Full-time,3,FALSE,,,12,12,,Jan,Aug,Full-time,,1,FALSE,2.567,,2.567,0.35,0.982299802,1
1062163,1/29/15,5/14/15,,8/19/14,5/14/15,1,372760,TRUE,BS,105,-0.75,Full-time,15.5,FALSE,,0,3.5,116.75,3.271,Jan,Jan,Full-time,EDUST,1,FALSE,3.143,46072,2.778,3.41,0.982299382,1
1061741,8/28/13,12/13/13,1/3/14,3/28/12,5/15/14,1,323622,FALSE,BS,107,-0.5,Full-time,15,FALSE,0,0,14.5,99.5,2.742,Aug,Jan,Full-time,EDEHA,1,FALSE,3.159,47348,3.025,2.99,0.99808189,1
1063520,8/27/14,12/12/14,1/6/15,8/4/14,1/9/15,2,398016,FALSE,BS,107,,Full-time,12,FALSE,,0,,,2.716,Aug,Unknown,Unknown,UND,,FALSE,,46962,,0,0.957605081,1
1063208,1/3/14,1/23/14,1/29/14,1/14/13,,,390756,FALSE,BS,20,,Part-time,2,FALSE,,,,,2.677,Jan,Unknown,Unknown,EDELM,,FALSE,,46951,,0,0.808119371,1
1063613,1/4/16,1/22/16,1/27/16,8/26/15,,,399347,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,14.25,52.25,3.767,Jan,Aug,Full-time,PSYC,1.01,FALSE,3.321,46350,3.321,0.35,0.986984317,1
1062593,1/29/14,5/15/14,8/27/14,11/15/12,5/12/16,1,379921,FALSE,BS,106,-0.25,Full-time,16,TRUE,,2169,3,49.25,3.5,Jan,Jan,Full-time,ACCT,1,FALSE,3.3,46504,2.502,1.41,0.930496685,1
1062606,1/6/15,1/26/15,1/29/15,4/2/14,9/1/16,1,380204,FALSE,BS,20,-0.5,Full-time,3,FALSE,,,16.25,83,3.962,Jan,Aug,Full-time,ENVSC,1.01,FALSE,2.419,46947,2.624,2.35,0.996606753,1
1062368,8/28/13,12/13/13,1/3/14,4/23/13,5/12/16,1,375994,FALSE,BS,107,0,Full-time,16,TRUE,0,0,15,37,3.491,Aug,Jan,Full-time,CHEM,1,FALSE,2.673,46074,2.748,0.99,0.99681656,1
1062922,1/6/15,1/26/15,1/29/15,8/28/13,,,386596,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,14.5,61.25,3.16,Jan,Aug,Full-time,ATRN,1,FALSE,3.09,47725,3.202,1.35,0.997638946,1
1063028,1/3/14,1/23/14,1/29/14,8/28/13,,,388514,FALSE,BS,20,0,Full-time,3,FALSE,,,15,15,3.094,Jan,Aug,Full-time,ATRN,1,FALSE,2.707,46514,2.707,0.35,0.984207052,1
1063489,1/29/15,5/14/15,8/26/15,8/27/14,4/1/16,2,397728,FALSE,BA,105,0,Full-time,12.5,TRUE,,0,3,16,3.54,Jan,Jan,Full-time,FIN,1,FALSE,2.3,46962,3.044,0.42,0.829277093,1
1062828,1/29/14,5/15/14,8/27/14,8/29/12,,,383892,FALSE,BS,106,-0.5,Full-time,15.5,TRUE,,0,3,50,2.802,Jan,Jan,Full-time,ACCT,1,FALSE,2,46563,2.824,1.41,0.908857086,1
1062449,6/2/14,6/20/14,8/27/14,8/28/13,3/20/15,2,377195,FALSE,BA,18,-0.25,Full-time,3,FALSE,,,14.25,46.25,4.076,Jun,Jan,Full-time,BIOL,1.01,FALSE,3.8,46996,3.915,0.76,0.985879738,1
1063740,1/29/15,5/14/15,,8/27/14,4/7/15,2,402354,TRUE,BA,105,0,Full-time,13,TRUE,0,2743,12,60,2.517,Jan,Aug,Full-time,SPMT,1,TRUE,2.117,48906,2.117,0.42,0.923272553,0
1063107,1/29/15,5/14/15,5/19/15,8/28/13,4/10/15,2,389383,FALSE,BA,105,3,Full-time,12.5,FALSE,,6370,3,52.5,3.73,Jan,Jan,Full-time,SPAN,1,FALSE,2.3,46962,2.434,1.42,0.861604073,1
1062339,1/6/15,1/26/15,1/29/15,10/30/12,12/11/15,1,375358,FALSE,BS,20,2.25,Full-time,3,FALSE,,,12.25,120.75,3.794,Jan,Aug,Full-time,EXFT,0.81,FALSE,2.187,46805,2.21,3.35,0.992762958,1
1062961,8/27/14,12/12/14,1/6/15,4/15/14,5/12/16,1,387731,FALSE,BA,107,0,Full-time,15,FALSE,,0,7,64.5,3.38,Aug,May,Full-time,ENG,1,FALSE,3.4,46974,3.664,0.99,0.992606526,1
1062532,1/3/14,1/23/14,1/29/14,8/29/12,4/6/15,2,378876,FALSE,BS,20,4,Full-time,3,FALSE,,,12,39,2.878,Jan,Aug,Full-time,ACCT,1,FALSE,2.117,46226,2.093,1.34,0.986412198,1
1063129,8/28/13,12/13/13,1/3/14,,,,389551,FALSE,Unknown,107,,Full-time,12,TRUE,,0,,,2.67,Aug,Unknown,Unknown,,,FALSE,,46554,,0,0.97060112,1
1064022,1/4/16,1/22/16,1/27/16,1/29/15,,,407323,FALSE,BS,18,-0.5,Full-time,3,FALSE,,,15.75,29,,Jan,Aug,Full-time,CPTSC,1.01,FALSE,4,22079,4,0.93,0.970601146,1
1063877,1/4/16,1/22/16,1/27/16,,,,405758,FALSE,Unknown,18,0,Full-time,3,FALSE,,,15,21,3.095,Jan,Aug,Full-time,,1,FALSE,3.96,46706,3.96,0.35,0.975498925,1
1062872,8/26/15,12/11/15,1/4/16,4/13/15,,,385083,FALSE,BA,107,-0.5,Full-time,22,TRUE,1000,7500,17.75,76.5,3.927,Aug,Jan,Full-time,EDEHA,1.01,FALSE,3.88,43506,3.753,1.99,0.985879694,1
1063022,1/3/14,1/23/14,1/29/14,8/28/13,,,388473,FALSE,BS,20,0,Full-time,3,FALSE,,,15,24,3.628,Jan,Aug,Full-time,ATRN,1,FALSE,3.147,46992,3.147,0.35,0.992762915,1
1062388,8/28/13,12/13/13,,4/23/12,12/12/13,2,376294,TRUE,BA,107,0,Full-time,12,TRUE,,9221,4,127.5,2.344,Aug,May,Full-time,EDUST,1,TRUE,3.3,46033,2.525,1.99,0.857823554,0
1062845,8/28/13,12/13/13,1/3/14,8/28/13,3/13/15,2,384277,FALSE,BS,107,,Full-time,16,TRUE,,0,,,3.872,Aug,Unknown,Unknown,BIOCH,,FALSE,,46323,,0,0.996606746,1
1061638,8/28/13,12/13/13,1/29/14,4/1/13,12/12/14,1,305591,FALSE,BS,107,-0.25,Full-time,14.5,TRUE,,0,3,87.25,3.932,Aug,May,Full-time,ENVSC,1,FALSE,4,47456,3.547,1.99,0.996606755,1
1063121,1/3/14,1/23/14,1/29/14,,,,389480,FALSE,Unknown,20,0,Full-time,3,FALSE,,,14,17,3.36,Jan,Aug,Full-time,,1,FALSE,2.171,46761,2.171,0.35,0.985879696,1
1062991,1/3/14,1/23/14,1/29/14,8/28/13,4/7/15,2,388221,FALSE,BA,20,0,Full-time,3,FALSE,,,14,14,3.475,Jan,Aug,Full-time,EDEEL,1,FALSE,2.714,46962,2.714,0.35,0.983117909,1
1064179,1/4/16,1/22/16,1/27/16,,,,409826,FALSE,Unknown,18,0,Full-time,3,FALSE,,,14,17,3.8,Jan,Aug,Full-time,,1,FALSE,3.786,46814,3.786,0.35,0.96749609,1
1063014,1/29/14,5/15/14,8/27/14,8/28/13,4/8/15,2,388433,FALSE,BS,106,0,Full-time,12,TRUE,,0,3,16,3.565,Jan,Jan,Full-time,EDEMN,1,FALSE,2.3,46784,2.375,0.42,0.743211619,1
1063960,1/4/16,1/22/16,1/27/16,8/26/15,5/2/17,2,406693,FALSE,BS,18,2,Full-time,3,FALSE,,,12,12,2.493,Jan,Aug,Full-time,ENVSC,0.85,FALSE,1.407,46011,1.407,0.35,0.856900338,1
1063832,8/26/15,12/11/15,1/4/16,8/26/15,2/6/17,2,405129,FALSE,BA,107,,Full-time,15,TRUE,,292,,,3.698,Aug,Unknown,Unknown,EXFT,,FALSE,,46347,,0,0.992606567,1
1064086,1/4/16,1/22/16,1/27/16,8/26/15,2/9/16,2,408354,FALSE,BS,18,0,Full-time,3,FALSE,,,13,13,3.208,Jan,Aug,Full-time,MGMT,1,FALSE,2.769,61817,2.769,0.35,0.992798191,1
1063071,1/6/15,1/26/15,1/29/15,8/28/13,,,389034,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15.25,44.75,3.61,Jan,Aug,Full-time,COMM,1.01,FALSE,3.36,46356,3.283,1.35,0.995393579,1
1062356,8/26/15,12/11/15,,4/17/13,12/11/15,1,375691,TRUE,BA,107,2.25,Full-time,12,FALSE,6209,13709,13,120.75,3.41,Aug,Jan,Full-time,PSYC,1,FALSE,3.446,46229,2.774,3.98,0.804845511,1
1061789,8/27/14,12/12/14,1/6/15,4/15/13,5/14/15,1,334035,FALSE,BS,107,-0.25,Full-time,12.5,FALSE,,0,6,112.25,3.514,Aug,Jul,Full-time,CHEM,1,FALSE,4,46526,3.41,2.99,0.996606732,1
1064012,8/26/15,12/11/15,1/4/16,8/26/15,,,407267,FALSE,BA,107,,Full-time,13,TRUE,,0,,,3.589,Aug,Unknown,Unknown,POSC,,FALSE,,45429,,0,0.993620432,1
1062271,8/28/13,12/13/13,1/3/14,3/25/13,5/14/15,1,374473,FALSE,BS,107,-0.25,Full-time,13.5,TRUE,0,0,15.75,69.75,3.44,Aug,Jan,Full-time,FIN,1.01,FALSE,3.458,47304,3.328,1.99,0.998081885,1
1062634,6/2/14,6/20/14,8/27/14,8/29/12,10/11/16,4,380680,FALSE,BS,18,2.5,Full-time,3,FALSE,,,13.75,58,3.588,Jun,Jan,Full-time,BIOL,1.01,FALSE,3.185,46163,2.681,1.75,0.996606746,1
1061889,1/29/14,5/15/14,8/27/14,8/31/11,1/21/15,2,361857,FALSE,BA,106,-0.5,Full-time,16,TRUE,,0,3,85.5,3.149,Jan,Jan,Full-time,ACCT,1,FALSE,4,46901,3.059,2.41,0.985983258,1
1061569,1/29/14,5/15/14,,9/1/10,5/15/14,1,302039,TRUE,BS,106,-1,Full-time,12,FALSE,,7500,3,116.5,4.008,Jan,Jan,Full-time,CHEM,1,FALSE,4,46760,3.438,3.41,0.908389953,1
1063861,8/26/15,12/11/15,1/4/16,8/26/15,,,405632,FALSE,BA,107,,Full-time,14,TRUE,,0,,,3.395,Aug,Unknown,Unknown,EDELM,,FALSE,,46304,,0,0.994875526,1
1063149,8/28/13,12/13/13,1/29/14,8/28/13,2/3/15,2,389808,FALSE,BS,107,,Full-time,15,TRUE,,0,,,3.3,Aug,Unknown,Unknown,PSYC,,FALSE,,47960,,0,0.986984321,1
1064077,1/4/16,1/22/16,1/27/16,8/26/15,1/21/16,2,408178,FALSE,BS,18,0,Full-time,3,FALSE,,,14,17,3.123,Jan,Aug,Full-time,EDELM,1,FALSE,2.471,46714,2.471,0.35,0.996816544,1
1061938,8/27/14,12/12/14,1/6/15,8/28/13,3/24/15,2,367027,FALSE,BS,107,-0.25,Full-time,14,TRUE,0,0,15.25,37.25,3.6,Aug,Jan,Full-time,EXFT,1.01,FALSE,3.593,46804,3.585,0.99,0.996816541,1
1061816,1/3/14,1/23/14,1/29/14,8/31/11,5/14/15,1,340175,FALSE,BA,20,-0.5,Full-time,3,FALSE,,,16.25,101,4.1,Jan,Aug,Full-time,ATRN,1.01,FALSE,4,46936,3.943,2.34,0.996606797,1
1062885,1/3/14,1/23/14,1/29/14,,,,385480,FALSE,Unknown,20,0,Full-time,3,FALSE,,,16,20,2.61,Jan,Aug,Full-time,,1,FALSE,2.05,46992,2.05,0.35,0.982299371,1
1061789,1/6/15,1/26/15,1/29/15,4/15/13,5/14/15,1,334035,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,12.5,124.75,3.514,Jan,Aug,Full-time,CHEM,1,FALSE,3.928,46526,3.465,3.35,0.997638904,1
1062284,1/29/15,5/14/15,8/26/15,10/28/13,12/11/15,1,374614,FALSE,BS,105,-0.5,Full-time,15.5,FALSE,,8,3,99,3.512,Jan,Jan,Full-time,MGMT,1,FALSE,4,92253,3.275,3.07,0.994875484,1
1061920,1/29/14,5/15/14,8/27/14,8/29/12,9/10/15,2,366331,FALSE,BS,106,0,Full-time,18,FALSE,,0,3,47.5,3.279,Jan,Jan,Full-time,PSYC,1,FALSE,3,46982,3.432,1.41,0.935160007,1
1062412,1/6/15,1/26/15,1/29/15,8/27/14,4/1/16,2,376675,FALSE,BA,20,3,Full-time,3,FALSE,,,13,37,3.808,Jan,Aug,Full-time,BIOCH,0.81,FALSE,2.25,46725,2.526,0.36,0.982568922,1
1062182,8/28/13,12/13/13,1/3/14,8/31/11,,,372992,FALSE,BS,107,3,Full-time,14.5,TRUE,0,0,12,67,3.153,Aug,Jan,Full-time,ATRN,1,FALSE,2.275,46112,2.636,1.99,0.997638969,1
1061711,1/3/14,1/23/14,1/29/14,3/28/12,,,315781,FALSE,BS,20,-0.25,Full-time,3,FALSE,,,15.5,117.75,3.392,Jan,Aug,Full-time,ENVSC,1,FALSE,3.665,46962,3.455,4.33,0.99260652,1
1062261,1/29/14,5/15/14,8/27/14,3/27/13,5/14/15,1,374343,FALSE,BS,106,-0.5,Full-time,15.5,TRUE,,0,3,80.5,3.555,Jan,Jan,Full-time,MGMT,1,FALSE,4,49042,3.321,2.41,0.992606561,1
1062484,1/29/14,5/15/14,8/27/14,4/23/13,7/19/16,2,377916,FALSE,BS,106,-0.25,Full-time,15,TRUE,,0,4,49.75,3.342,Jan,Jan,Full-time,BIOCH,1,FALSE,3,46538,2.945,1.41,0.967013525,1
1062779,8/26/15,12/11/15,1/4/16,4/9/14,3/30/16,2,382935,FALSE,BA,107,-0.5,Full-time,16,FALSE,0,0,15.75,96.5,3.504,Aug,Jan,Full-time,MRKT,1.01,FALSE,3.555,46742,2.835,2.99,0.99808187,1
1063605,1/6/15,1/26/15,1/29/15,8/27/14,5/14/15,4,399258,FALSE,BS,20,4,Full-time,3,FALSE,,,9,9,2.754,Jan,Aug,Full-time,BIOL,0.69,FALSE,1.162,45383,1.162,0.36,0.829745699,1
1063737,1/6/15,1/26/15,1/29/15,8/27/14,12/16/16,1,402164,FALSE,BS,20,0,Full-time,3,FALSE,,,15,67,3.833,Jan,Aug,Full-time,CPTSC,1,TRUE,3.8,47725,3.8,0.36,0.992762943,1
1063660,1/29/15,5/14/15,,8/27/14,,,400053,TRUE,BS,105,0,Full-time,16,TRUE,,6117,3,14,2.409,Jan,Jan,Full-time,CRJST,1,FALSE,1,46240,1.7,0.42,0.339081246,0
1062701,1/29/15,5/14/15,5/19/15,1/30/14,5/1/16,2,381649,FALSE,BA,105,-0.5,Full-time,16,TRUE,,2000,4,84.5,3.022,Jan,Jan,Full-time,EDUST,1,FALSE,4,46947,2.658,2.41,0.983706958,1
1062604,8/27/14,12/12/14,1/6/15,4/23/14,5/12/16,1,380165,FALSE,BS,107,-0.25,Full-time,15,TRUE,0,0,15,67.25,3.9,Aug,Jan,Full-time,CHEM,1,FALSE,3.267,46723,3.525,1.99,0.994875471,1
1061708,1/6/15,1/26/15,1/29/15,11/13/14,6/2/16,1,315739,FALSE,BS,20,0,Full-time,3,FALSE,,,16.5,72.5,,Jan,Aug,Full-time,ECON,1,TRUE,3.891,46962,3.935,1,0.985879708,1
1063492,1/4/16,1/22/16,1/27/16,8/27/14,,,397761,FALSE,BS,18,-0.25,Full-time,3,FALSE,,,14.5,45.25,2.854,Jan,Aug,Full-time,PSYC,1,FALSE,3.103,46774,3.007,1.35,0.998081869,1
1061563,8/28/13,12/13/13,1/3/14,9/1/10,5/15/14,1,301811,FALSE,BS,107,-0.5,Full-time,15,TRUE,,1033,3,104,3.568,Aug,May,Full-time,ATRN,1,FALSE,4,46360,2.755,2.99,0.996606772,1
1063702,8/27/14,12/12/14,1/6/15,8/27/14,4/6/16,2,401372,FALSE,BA,107,,Full-time,16,TRUE,,0,,,,Aug,Unknown,Unknown,POSC,,FALSE,,,,0,0.987080626,1
1062255,1/3/14,1/23/14,1/29/14,8/31/11,5/14/15,1,374144,FALSE,BS,20,-0.25,Full-time,4,FALSE,,,13.5,82.25,3.397,Jan,Aug,Full-time,PSYC,1,FALSE,3.141,46565,2.724,2.34,0.998081859,1
1063100,1/6/15,1/26/15,1/29/15,8/27/14,5/14/15,4,389311,FALSE,BA,20,0,Full-time,3,FALSE,,,13,16,3.84,Jan,Aug,Full-time,UND,1,FALSE,3.677,46970,3.677,0.36,0.962392349,1
1062755,5/19/15,6/30/15,8/26/15,4/2/14,9/7/15,2,382554,FALSE,BS,42,-0.5,Full-time,12,FALSE,,,14.5,97.5,3.29,May,Jan,Full-time,SPMT,1,FALSE,3.276,43526,2.917,2.72,0.993817588,1
1062797,8/28/13,12/13/13,1/3/14,3/28/13,5/14/15,1,383270,FALSE,BS,107,0,Full-time,15.5,TRUE,-1043,1169,15,60,3.091,Aug,Jan,Full-time,FIN,1,TRUE,3.213,46504,2.994,0.99,0.99660674,1
1063824,1/4/16,1/22/16,1/27/16,,,,404880,FALSE,Unknown,18,0,Full-time,3,FALSE,,,16,34,3.801,Jan,Aug,Full-time,,1,FALSE,3.713,46725,3.713,0.35,0.984207027,1
1062417,1/29/15,5/14/15,8/26/15,,,,376720,FALSE,Unknown,105,-0.25,Full-time,16,FALSE,,126,3,56.25,3.701,Jan,Jan,Full-time,,1,FALSE,4,46725,2.282,1.42,0.954318236,1
1063672,1/29/15,5/14/15,,1/12/15,8/26/15,4,400484,TRUE,BS,105,10,Full-time,12,TRUE,,0,3,9,3.048,Jan,Jan,Full-time,COMM,1,FALSE,3.3,46816,1.042,0.42,0.386182311,0
1061571,1/29/14,5/15/14,5/20/14,9/1/10,7/3/14,1,302046,FALSE,BS,106,-0.25,Full-time,16.5,FALSE,,1828,3,110.75,2.801,Jan,Jan,Full-time,COMM,1,FALSE,1.3,47920,2.368,3.41,0.908450378,1
1061641,1/29/14,5/15/14,8/27/14,1/23/13,12/12/14,1,305619,FALSE,BS,106,16,Full-time,15.5,FALSE,,0,3,123.5,2.94,Jan,Jan,Full-time,PSYC,1,FALSE,2.7,46962,1.99,4.41,0.808517363,1
1063220,1/6/15,1/26/15,1/29/15,10/31/14,3/29/16,2,390857,FALSE,BA,20,0.75,Full-time,3,FALSE,,,15.25,46.25,3.045,Jan,Aug,Full-time,POSC,1.01,FALSE,3.34,46806,2.928,1.35,0.993426617,1
1062577,1/29/14,5/15/14,8/27/14,8/29/12,5/12/16,1,379733,FALSE,BS,106,-0.5,Full-time,16,TRUE,,0,3,50.5,3.944,Jan,Jan,Full-time,MATH,1,FALSE,3.7,47941,3.386,1.41,0.95760506,1
1061339,1/4/16,1/22/16,1/27/16,8/29/12,5/12/16,1,174087,FALSE,BS,18,-0.75,Full-time,3,FALSE,,,12.5,122.75,3.917,Jan,Aug,Full-time,CHEM,1,FALSE,3.616,85306,3.691,3.35,0.996816548,1
1061362,8/27/14,12/12/14,1/6/15,8/27/14,,,174777,FALSE,BA,107,,Full-time,15,TRUE,,0,,,4,Aug,Unknown,Unknown,ACCT,,FALSE,,49112,,0,0.994875488,1
